Saba	Sabae, -arum (f.); of or belonging to Sabae, Sabaeus, -a, -um
Sabaea	Sabaea, -ae (f.); of or belonging to Sabaea, Sabaean, Sabaeus, -a, -um
Sabata	Sabata, -ae, and Sabate, -es (f.); of or belonging to Sabata, Sabatinus, -a, -um
Sabazius	Sabazius, -ii (m.)
Sabella	Sabella, -ae (f.)
Sabelli	Sabelli, -orum (m.); of or belonging to the Sabelli, Sabellicus, -a, -um, and Sabellus, -a, -um
Sabellius	Sabellius, -ii (m.); of or relating to Sabellius, Sabellianus, -a, -um
Sabellus	Sabellus, -i (m.)
Sabidius	Sabidius, -ii (m.)
Sabina	Sabina, -ae (f.)
Sabines	Sabini, -orum (m.); of or belonging to the Sabines, Sabine, Sabinus, -a, um
Sabinius	Sabinius, -ii (m.); of or relating to Sabinius, Sabinianus, -a, -um
Sabis	Sabis, -is (m.). v. Sombre
Sable	Sabolium, -ii (n.)
Sabrata	Sabrata, -ae (f.); of or belonging to Sabrata, Sabratensis, -e
Sabrina	Sabrina, -ae (m.)
Sabus	Sabus, -i (m.)
Sacae	Sacae, -arum (m.); in sing., Saces, -ae (m.)
Sacer	Sacer, -cri (m.)
Sacerdos	Sacerdos, -otis (m.)
Sacrani	Sacrani, -orum (m.); of or relating to the Sacrani, Sacranus, -a, -um
Sacrata	Sacrata, -ae (f.)
Sacrovir	Sacrovir, -iri (m.); of or relating to Sacrovir, Sacrovirianus, -a, -um
Sacred	(applied to places) Sacer, Sacra, Sacrum; as, Sacred Mount, Sacer Mons (m.); Sacred Way, Sacra Via (f.); Sacred Promontory, Sacrum Promontorium (n.). etc
Sadales	Sadales or Sadala, -ae (m.)
Sadducees	Sadducaei, -orum (m.); of or relating to the Sadducees, Sadducaeus, -a, -um
Saepinum	,Saepinum, -i (n.); the inhabitants of Sarpinum, Saepinates, -ium (m.)
Saetabis	Saetabis, -is (f.); of or relating to Saetabis, Saetabus, -a, -um; the inhabitants of Saetabis, Saetabitani, -orum (m.)
Safinius	Safinius, -ii (m.)
Sagana	Sagana, -ae (f.)
Saganis	Saganis, -is, and Saganus, -i (m.)
Sagaris	Sagaris, -is (m.); of or relating to the Sagaris, Sagaritis, -idis (feminine, adj.)
Sages	Sages, -ae or -is (m.)
Sagis	Sagis, -is (m.)
Sagitta	Sagitta, -ae (m.)
Sagra	Sagras, -ae (m.)
Saguntum	Saguntum, -i (n.); Saguntus or -tos, -i (f.); of or belonging to Saguntum, Saguntine, Saguntinus, -a, -um
Sahara (Desert of)	Libyae Deserta, -orum (n.)
Saint	v. St., in alphabetical order
Saintes	Mediolanum, -i (n.). Santonom; Santones, -um (m.)
Sais	Sais, -is (f.); of or belonging to Sais, Saiticus, -a, -um; pecul. masculine, Saites, -ae; the inhabitants of Sais, Saitae, -arum (m.)
Salacia	Salacia, -ae (f.), a goddess, — 2. a city; of or belonging to Salacia, Salaciensis, -e
Salaco	Salaco, -onis (m.)
Salamanca	,Salmantica, -ae (f.), q. v
Salamis	Salamis, -inis (f.); of or belonging to Salamis, Salaminian, Salaminius, -a, -um, and Salaminiacus, -a, -um
Salanus	Salanus, -i (m.)
Salapia	Salapia, -ae (f.); of or belonging to Salapia, Salapinus, -a, -um, and Salapitanus, -a, -um
Solaria	Salaria, -ae (f.). a city; of or belonging to Solaria, Salariensis, -e. — 2. (adj,) Salaria Via, the Salarian Way; of or relating to the Salarian Way, Salarianus, -a, -um
Salassi	Salassi, -orum (m.)
Salassus	Salassus, -i (m.)
Salathiel	Salathiel, -elis (m.)
Salduba	Salduba, -ae (f.)
Salee	Sala, -ae (f.)
Saleius	Saleius, -ii (m.)
Salentum	Salentum, -i (n.); of or belonging to Salentum, Salentine, Salentinus, -a, -um; the inhabitants of Salentum, Salentini (or Sallent), -orum (m.)
Solera	Salera, -ae (f.)
Salerno	Salernum, Salernum, -i (n.); of or belonging to Salernum, Salernitanus, -a, -um; Gulf of Salerno, Paestanus Sinus
Salienus	Salienus, -i (m.)
Salii	Salii, -orum (m.); of or relating to the Salii, Saliaris, -e, and Salius, -a, -um
Salina	Salinae, -arum (f)
Salinator	Salinator, -oris (m.)
Salins	Salinae, -arum (f.)
Salisbury	Sarisburia, -ae (f.); of or belonging to Salisbury, Sarisburiensis, -e
Salius	Salius, -ii (m.)
Sallust	Sallustius, -ii (m.); of or relating to Sallust, Sallustian, Sallustianus, -a, -um
Salyes	Salyes, -um, and Salyri, -orum (m.)
Salmacis	Salmacis, -idis (f.)
Salmani	Salmani, -orum (m.)
Salmantica	Salmantica, -ae (f.); of or belonging to Salmantica, Salmanticensis, -e
Salmon	Salmon, -onis (f.). a city. — 2. (m.) a man’s name
Salmone	Salmone, -es (f.)
Salmoneus	Salmoneus, -eos or -ei (m.); daughter of Salmoneus, Salmonis, -idis (f.)
Salo	Salo, -onis (m.)
Salome	Salome, -es (f.)
Salomon	Salomon, -onis (m.); of or relating to Salomon or Solomon, Salomoniacus, -a, -um, and Salomonius, -a, -um
Salona	Salona, -ae, and Salonae, -arum (f.); of or belonging to Salona, Salonensis, -e, and Saloninus, -a, -um. — 2. (in Livadia), Amphissa, -ae (f.). q. v.; Gulf of Salona, Crissaeus Sinus
Salonichi	Thessalonica, -ae (f.). q. v.; Gulf of Salonichi, Thermaeus Sinus
Salonina	Salonina, -ae (f.)
Saloninus	Saloninus, -i (m.)
Salonius	Salonius, -ii (m.); of or relating to Salonius, Salonianus, -a, -um
Salpe	Salpe, -es (f.)
Salpesa	Salpesa, -ae (f.); of or belonging to Salpesa, Salpesanus, -a, -um
Salpis	Salpis, -is (f.); of or belonging to Salpis, Salplnus, -a, -um, and Salpinas, -atis (adj.)
Salus	salus, -utis (f.)
Salutio	Salutio, -onis (m.)
Salvia	Salvia, -ae (f.)
Salvianus	Salvianus -i (m.)
Salvidienus	Salvidienus, -i (m.)
Salvius	Salvius, -ii (m.); of or relating to Salvius, Salvianus, -a, -um
Salzburg	Salisburgum, -i (n.); of or belonging to Salzburg, Saltsburgensis, -e
Samarcand	Maracanda, -orum (n.)
Samaria	Samaria, -ae (f.); the inhabitants of Samaria, the Samaritans, Samaritae, -arum, and Samaritani, -orum (m.); of or belonging to Samaria, Samaritan, Samareus, -a, -um; Samaritanus, -a, -um; and Samariticus, -a, -um; pecul., feminine, Samaritis, -idis
Samarobriva	Samarobriva, -ae (f.)
Sombre	Sabis, -is (m.); of or relating to the Sombre, Sambricus, -a, -um (late)
Same	Same, -es (f.); the inhabitants of Same, Samaei, -orum (m.)
Samiarius	Samiarius, -ii (m.)
Sammonicus	Sammonicus, -i (m.)
Sammonium	Sammonium, -ii (n.)
Samnites	Samnites, -um and -ium (m.). in sing., Samnis, -itis; of or belonging to the Samnites, Samnite, Samniticus, -a, -um
Samnium	Samnium, -ii (n.); the Samnites, v. foregoing
Samos	Samos or Samos, -i (f.); of or belonging to Samos, Samian, Samius, -a, -um
Samosata	Samosata, -orum (n.), and Samosata, -ae (f.); of or belonging to Samosata, Samosatensis, -e
Samothrace	Samothraki, Samothraca, -ae, Samothracia, -ae, and Samothrace, -es (f.); of or belonging to Samothrace, Samothracenus, -a, -um; Samothracicus, -a, -um; and Samothracius, -a, -um
Sampso	Sampso, -us or -onis (f.)
Samson	Samson, indeclinable, and Samson, -onis (m.)
Samsoun	Amisus, -i (f.). q. v
Samuel	Samuel, -elis (m.)
Sancia	Sancia, -ae (f.)
Sanctio	Sanctio, -onis (f.)
Sanctus	Sanctus, -i (m.)
Sancus	Sancus, -i (m.)
Sanda	Sanda, -ae (m.)
Sandarion	Sandarion, -onis (m.)
Sandwich	Sabulovicum, -i (n.)
Sanga	Sanga, -ae (m.)
Sangarius	Sangarius, -ii (m.); of or belonging to the Sangarius, Sangarius, -a, -um
Sanni	Sanni, -orum (m.)
Sannio	Sannio, -onis (m.)
Sanquinius	Sanquinius, -ii (m.)
Santones	Santones, -um, and Santoni, -orum (m.); of or relating to the Santones, Santonicus, -a, -um
Saone	the Arar, -aris (m.)
Sapaei	Sapaei, -orum (m.)
Sapandus	Sapandus, -i (m.)
Sapharus	Sapharus, -i (m.)
Saphon	Saphon, -onis (f.)
Sapis	Sapis, -is (m.)
Sapor	Sapor, -oris (m.)
Sapphira	Sapphira, -ae (f.)
Sappho	Sappho, -us (f.); of or relating to Sappho, Sapphic, Sapphicus, -a, -um
Sarabat	Hermus, -i (m.)
Saracens	Sarraceni, -orum (m.)
Saragossa	Caesaraugusta, -ae (f.)
Sarah	Sara, -ae (f.)
Sarangae	Sarangae, -arum (m.)
Sardanapalus	Sardanapalus, -i (m.); of or belonging to Sardanapalus, Sardanapalicus, -a, -um
Sardes	v. Sardis
Sardinia	Sardinia, -ae (f.); of or belonging to Sardinia, Sardinian, Sardous, -a, -um; Sardus, -a, -um; and Sardinianus, -a, -um; Sardiniensis, -e, and Sardonius, -a, -um
Sardis	Sardes or Sardis, -ium (f.); of or belonging to Sardis, Sardius, -a, -um, and Sardianus, -a, um; the inhabitants of Sardis, Sardiani, -orum (m.)
Sardones	Sardones, -um (m.)
Sare	Sare, -es (f.)
Sarepta	Sarepta and Sarephta, -ae (f.); of or belonging to Sarepta, Sareptenus, -a, -um
Sariolenus	Sariolenus, -i (m.)
Sarmatia	Sarmatia, -ae (f.); the Sarmatians, Sarmatae, -arum (m.); of or belonging to Sarmatia, Sarmaticus, -a, -um; pecul. feminine, Sarmatis, -idis
Sarmentus	Sarmentus, -i (m.)
Sarnus	Sarno, the, Sarnus, -i (m.)
Saronic (Gulf)	Saronicus Sinus (m.); Saronic, Saronicus, -a, -um; pecul. feminine, Saronis, -idis
Sarpedon	Sarpedon, -onis (m.)
Sarrastes	Sarrastes, -um (m.)
Sarsina	Sarsina, -ae (f.); of or belonging to Sarsina, Sarsinas, -atis (adj.)
Sart	v. Sardis
Sarus	Sarus, -i (m.). — 2. (m.) a man’s name
Saseno	Sason, -onis (f.)
Sassaei	Sasssaei, -orum (m.)
Sassia	Sassia, -ae (f.)
Sissula	Sassula, -ae (f.)
Satellius	Satellius, -ii (m.)
Saticula	Saticula, -ae (f.); of or belonging to Saticula, Saticalanus, -a, -um
Satrapene	Satrapene, -es, (f.)
Satriano	Satrianum, -i (m.)
Stricum	Stricum, -i (n.); of or belonging to Satricum, Satricanus, -a, -um
Satricus	Satricus, -i (m.)
Satrius	Satrius, -ii (m.)
Satureium	Satureium, -ii (n.); of or belonging to Satureium, Satureianus, -a, -um
Saturius	Saturius, -ii (m.)
Saturn	Saturnus, -i (m.); of or relating to Saturn, Saturnius, -a, -um
Saturnia	Saturnia, -ae (f.). of or belonging to Saturnia, Saturninus, -a -um
Saturninus	Saturninus, -i (m.)
Saturnus	v. Saturn
Satyrus	Satyrus, -i (m.)
Saufeia	Saufeia, -ae (f.)
Saufeius	Saufeius, -ii (m.)
Saufellus	Saufellus, -i (m.)
Saul	Saul, indeclinable, and Saul, -ulis (m.)
Sauromatae	Sauromatae, -arum (m.); qf the Sauromatae, Sauromatian, Sauromates, -ae (m.), Sauromatis, -idis (f.)
Save	Save, -es (f.). – 2 the Save, v. Savus
Saverrio	Saverrio, -onis (f.)
Savo	Savo, -onis (m.)
Savone	Savo, -onis (f.)
Savoy	Sabaudia, -ae (f.)
Savus	Savus, -i (m.); of or relating to the Savus, Savensis, -e
Saxa	Saxa, -ae (m.)
Saxons	Saxones, -um (m.); in sing., Saxo, -onis; the country of the Saxon, Saxonicus, -a, -um
Scaean	(Gate), the, Scaea Porta, and Scaeae Portae
Scaeva	Scaeva, -ae (m.)
Scaevinus	Scaevinus, -i (m.)
Scaevola	Scaevola, -ae (m.)
Scala	Scalae, -arum (f.)
Scalabis	Scalabis, -is (f.); of or belonging to Scalabis, Scalabitanus, -a, -um
Scaldis	Scaldis, -is (m.)
Scamander	Scamander, -dri (m.); of or belonging to the Scamander, Scamandrius, -a, -um
Scammos	Scammos -i (f.)
Scandilius	Scandilius, -ii (m.)
Scandinavia	Scandia, -ae, and Scandinavia, -ae (f.)
Scantinius	Scantinius, -ii (m.); of or relating to Scantinius, Scantinius, -a, -um
Scantius	Scantius, -ii (m.); of or relating to Scantius, Scantianus, -a„ -um
Scaptia	Scaptia, -ae (f.); of or belonging to Scaptia, Scaptian, Scaptius, -a, -um; of or belonging to the Scaptian tribe, Scaptiensis
Scaptius	Scaptius, -ii (m.)
Scapula	Scapula, -ae (m.); of or belonging to Scapula, Scapulanus, -a, -um
Scarpanto	Carpathus, -i (f.). q. v
Scarphea	Scarphea, -ae (f.)
Scarpona	Scarpona, -ae (f.)
Scaurinus	Scaurinus, -i (m.)
Scaurus	Scaurus, -i (m.); of or relating to Scaurus, Scaurian, Scaurianus, -a, -um
Scenitae	Scenitae, -arum (m.)
Scepsis	Scepsis, -is (f.); of or belonging to Scepsis, Scepsian, Scepsius -a, -um
Scepsius	Scepsius, -ii (m.); of or relating to Scepsius, Scepsianus, -a -um
Scerdilaedus	Scerdilaedus, -i (m.)
Schaffhausen	Scaphusia, -ae (f.)
Schera	Schera, -ae (f.); of or belonging to Schera, Scherinus, -a, -um
Schinussa	Schinussa, -ae (f.)
Schleswig	Heideba, -ae (f.)
Schönbrunn	Fons Bellus (m.)
Schoenos	Schoenos, -i (f.)
Schoenus	Schoenus, -i, (m.); of or relating to Schoenus, Schoeneius, -a, -um; daughter of Schoenus, Schoeneis and Schoenis, -idis (f.)
Sciathus	Sciathus of Sciathos, -i (f.)
Scilla	Scillaeum, -i (n.)
Scilly Islands	Cassiterides, -um (f.), Insula
Scio	Chios, -ii (f.). q. v
Scione	Scione, -es (f.)
Scipio	Scipio, -onis (m.); -poet. (in form patr.) Scipiades, -ae (m.); of or belonging to Scipio, Scipionius, -a, -um
Sciron	Sciron, -onis (m.); of or belonging to Sciron, Scironian, Scironius, -a, -um; pecul. feminine, Scironis, -idis
Scissis	Scissis, -is (f.)
Scavini	v. Slavonia
Sclavini	v. Slavonia
Sclavonia	v. Slavonia
Scodra	Scodra, -ae (f.); of or belonging to Scodra, Scodrensia, -e
Scopas	Scope, -ae (m.)
Scope	Scope, -es (f.)
Scopinas	Scopinas, -ae (m.)
Scopius	Scopius, -ii (m.)
Scoardisci	Scordisci, -orum (m.)
Scordus, Mount Scordus	Scordus, -i (m.)
Scotland	Scotia, -ae (f.); of or relating to Scotland, Scottish, Scoticus, -a, -um; the Scots of Scotch, Scoti, -orum (m.)
Scotussa	Scotussa, -ae (f.); of or belonging to Scotussa, Scotussaeus, -a, -um
Scribonia	Scribonia, -ae (f.)
Scribonian	Scribonianus, -i (m.)
Scribonius	Scribonius, -ii (m.); of or relating to Scribonius, Scribonianus, -a, -um
Scrofa	Scrofa, -ae (m.)
Scultenna	Scultenna, -ae (m.)
Sctari	Chrysopolis, -is (f.)
Scydrothemis	Scydrothemis, -is (m.)
Scylace	Scylace, -es (f.)
Scylaceum	Scylaceum, -i (n.); of or belonging to Scylaceum, Scylaceius, -a, -um; Scylaceus, -a, -um; and Scylacinus, -a, -um
Scylax	Scylax, -acis (m.)
Scylla	Scylla, -ae (f.); of or relating to Scylla, Scyllaeus, -a, -um
Scyllaeum	Scyllaeum, -i (n.)
Scyllis	Scyllis, -is (m.)
Scymnus	Scymnus, -i (m.)
Scyron	Scyron, -onis (m.)
Scyros	Scyros or Scyrus, -i (f.); of or belonging to Scyros, Scyrian, Scyrius, -a, -um, and Scyreticus, -a, -um; pecul. feminine, Scyrias, -adis, and Scyreis, -idis
Scytala	Scytala, -ae (f.). of or belonging to Scytala, Scytalicus, -a, -um
Scythia	Scythia, -ae (f.); of or belonging to Scythia, Scythian, Scythicus -a, -um; pecul. feminine, Scythis, -idis; the Scythians, Scythae, -arum (m.), a Scythian, Scythes, -ae (m.), Scythissa, -ae (f.)
Scythopolis	Scythopolis, -is (f.); the inhabitants of Scythopolis, Scythopolitae, -arum
Sebaste	Sebaste, -es (f.); of or belonging to Sebaste, Sebastenus, -a, -um
Sebastia	Sebastia, -ae (f.)
Sebastian	Sebastianus, -i (m.)
Sebastopolis	Sebastopolis, -is (f.)
Sebennytic	Sebennyticus, -a, -um; the Sebennytic mouth (of the Nile), Sebennyticum Ostium
Sebethus	Sebethus -i (m.); of or relating to the Sebethus, Sebethis, -idis (feminine, adj.)
Sebinus	Sebinus, -i (m.). Lacus
Sebosus	Sebosus, -i (m.)
Secchio	Gabellus, -i (m.)
Seckan	Secovium, -ii (n.)
Secundilla	Secundilla, -ae (f.)
Secundinus	Secundinus, -i (m.)
Secundus	Secundus, -i (m.)
Sedecias	Sedecias, -ae (m.)
Sedigitus	Sedigitus, -i (m.)
Sedochezi	Sedochezi, -orum (m.)
Sedulius	Sedulius, -ii (m.)
Sedunum	Sedunum, -i (n.); of or belonging to Sedunum, Seduni, -orum (m.)
Sedusii	Sedusii, -orum (m.)
Segeda	Segeda, -ae (f.)
Segedin	Segedunum, -i (n.)
Segedunum	Segodunum, Segodunum, -i (n.), or Segedunum
Segesta	Segesta, -ae, or Segeste, -es (f.) , of or belonging to Segesta, Segestanus, -a, -um, and Segestensis, -e
Segestes	Segestes, -ae (m.)
Segestica	Segestica, -ae (f.)
Segida	Segida, -ae (f.)
Segimerus	Segimerus, -i (m.)
Segimund	Segimundus, -i (m.)
Segisama	Segisama, -ae, and Segisamo, -onis (f.); of or belonging to Segisama, Segisamononsis, -e
Segni	Segni, -orum (m.)
Segobriga	Segobriga, -ae (f.); of or belonging to Segobriga, Segobrigensis, -e
Segonax	Sogonax, -actis (m.)
Segontia	Segontia or Seguntia, -ae (f.); of or belonging to Segontia, Segontinus, -a, -um
Segontiaci	Segontiaci, -orum (m.)
Segontium	Segontium, -ii (n.)
Segorbe	Segobriga, -ae (f.)
Segovellauni	Segovellauni, -orum (m.)
Segovia	Segovia, -ae (f.)
Segre	Siccris, -is (m.)
Segulius	Segulius, -ii (m.)
Segusiani	Segusiani, -orum (m.)
Segusio	Segusio, -onis (f.)
Segusium	Segusium, -ii (n.); of or belonging to Segusium, Segusiensis, -o
Seia	Seia, -ae (f.)
Seine	Sequana, -ae (f.)
Seissel	Sesselium, -ii (n.)
Seius	Seius,-ii (m.); of or relating to Seius, Seianus, -a, -um
Sejanus	Sejanus, -i (m.); of or relating to Sejanus, Sejanus, Sejanianus, -a, -um
Selachusa	Selachusa, -ae (f.)
Selambina	Solambina, -ae (f.)
Sele	Silarus, -i (m.)
Selena	Selene, -es (f.)
Seleucia	Seleucia, -ae (f.); of or belonging to Seleucia, Seleuciensis, -e; Seleucianus, -a, -um; and (late) Seleucenus, -a, -um; pecul, feminine, Seleucia, -idis
Seleucis	Seleucis, -idis (f.), v. the foregoing
Seleucus	Seleucus, -i (m.)
Selge	Selge, -es (f.); of or belonging to Selge, Selgiticus, -a, -um
Selicia	Selicia, -ae (f.)
Selicius	Selicius, ii (m.); of or relating to Selicius, Selicianus, -a, -um
Selimbria	Peneus, -i (m.)
Selinus	Selinus, -untis (f.); of or belonging to Selinus, Selinusius, -a, -um; the inhabitants of Selinus, Selinuntii, -orum (m.)
Selivria	selymbria, -ae (f.), q, v
Sellasia	Sellasia, -ae (f.)
Selle	Selle, -es (f.)
Selli	Selli, -orum (m.)
Sellium	Sellium, -ii (m.)
Sellius	Sellius, -ii (m.)
Selsey	Seolesia, -ae (f.)
Selymbria	Selymbria, -ae (f.). of or bolonging to Selymbria, Selymbrianus, -a, -um
Sem or Shem	Sem, indeclinable, (m.)
Semele	Semele, -es, and Semela, -ae (f.), of or relating to Semele, Semeleius, -a, -um, and Semeleus, -a, -um
Semiramis	Semiramis, -is and -idis (f.); of or relating to Semiramis, Semiramius, -a, -um
Semnones	Semnones, -um (m.)
Semo	Semo, -onis (m.)
Sempronia	Sempronia, -ae (f.)
Sempronius	Sempronius, -ii (m.); of or relating to Sempronius, Sempronian, Sempronius , -a, -um, and Sempronianus, Semi -a, -um
Sena	Sena, -ae (f.); of or belonging to Sena, Senanus, -a, -um, and Senensis, -e
Senear	v. Sennaar
Seneca	Seneca, -ae (m.)
Senegal	Daradus, -i (m.)
Senia	Senia, -ae (f.); of or belonging to Senia, Seniensis, -e
Senigaglia	Sena, -ae (f.), Gallica; Senogaglia, -ae (f.), q. v
Sennaar	Sirbitum, -i (n.)
Sennacherib	Sennacherib, indeclinable, (m.)
Senogallia	Senogallia, -ae (f.); of or belonging to Senogallia, Senogalliensis, -e
Sennones	Sennones, -um (m.); of or belonging to the Sennones, Sennonicus, -a, -um; the country of the Sennones, Sennonia, -ae (f.)
Sens	Agendicum, -i (n.); Senones, -um (m.)
Sentinum	Sentinum, -i (n.); of or belonging to Sentinum, Sentinas, -atis (adj.)
Sentinus	Sentinus, -i (m.)
Sentius	Sentius, -ii (m.)
Sepias	Sepias, -adis (f.)
Sepiussa	Sepiussa, -ae (f.)
Seplasia	Seplasia, -ae (f.), and Seplasia, -orum
Seppius	Seppius, -ii (m.)
Septa	Septa, -orum (n.)
Septicius	Septicius, -ii (m.); of or relating to Septicius, Septicianus, -a, -um
Septimania	Septimania, -ae (f.)
Septimia	Septimia, -ae (f.)
Septiminus	Septiminus, -i (m.)
Septimius	Septimius, -ii (m.)
Septimuncia	Septimuncia, -ae (f.); of or belonging to Septimuncia, Septimunciensis, -e
Septimus	Septimus, -i (m.)
Saquana	v. Seine
Sequani	Sequani, -orum (m.); of or relating to the Sequani, Sequinicus, -a, -um, and Sequanus, -a, -um
Serachi	Serachi, -orum (m.)
Serapion	Serapion, -onis (m.)
Serapis	Serapis, -is and -idis (m.); of or relating to Serapis, Serapicns, -a, -um
Serbi	Serbi, -orum (m.)
Serbonis, Lake Serbonis	Serbonis, -idis (f.)
Serchio	Aesar, -aris (m.). q.v
Serdica	Serdica, -ae (f.); of or belonging to Serdica, Serdicensis, -e, and Serdicenus, -a, -um
Serena	Serena, -ae (f.)
Serenianus	Serenianus, -i (m.)
Serenus	Serenus, -i (m.); of or relating to Serenus, Serenianus, -a, -um
Seres	Seres, -um (m.); in sing, Ser, -eris; of or relating to the Seres, Sericus, -a, -um
Serestus	Serestus, -i (m.)
Sergestus	Sergestus, -i (m.)
Sergia	Sergia, -ae (f.)
Sergiolus	Sergiolus, -i (m.)
Sergius	Sergius, -ii (m.); of or relating to Sergius, Sergian, Sergiua, -a, -um
Seria	Seria, -ae (f.)
Seringapatam	Brachme, -es (f.)
Seriphus	Seriphus or Seriphos, -i (f.); of or belonging to Seriphus, Seriphius, -a, -um
Serippo	Serippo, -onis (f.)
Serphant	Sarepta, -ae (f.)
Serphanto	Seriphus, -i (f.). q. v
Serranus	Serranus, -i (m.)
Serretes	Serretes, -um (m.)
Serri	Serri, -orum (m.)
Serrium	Serrium, -ii (n.)
Sertoria	Sertoria, -ae (f.)
Sertorius	Sertorius, -ii (m.); of or relating to Sertorius, Sertorianus, -a, -um
Servaeus	Servaeus, -i (m.)
Servia	Servia, -ae (f.); Moesia Superior
Servian	Scrvianus, -i (m.)
Servilia	Servilia, -ae (f.)
Servilius	Servilius, -ii (m.); of or relating to Servilius, Servilian, Servilius, -a, -um, and Servilianus, -a, -um
Servius	Servius, -ii (m.); of or relating to Servius, Servianus, -a, -um
Sesamum	Sesamum, -i (n.)
Sesanium	Sesanium, -ii (n.)
Sesoosis	= Sesostris
Sesostris	Sesostris, -is, also Sesoosis, -is (m.)
Sessa	Suessa, -ae (f.)
Sessia	Sessia, -ae (f.)
Sestinum	Sestinum, -i (n.); of or belonging to Sestinum, Sestinas, -atis (adj.)
Sestius	Sestius, -ii (m.)
Sesto	Sextium, -ii (n.)
Sestos	Sestos, -i (f.); of or belonging to Sestos, Sestiacus, -a, -um; pecul. feminine, Sestis, -idis, and Sestias, -adia
Setabis	v. Saetabis
Seth	Seth, indecl., (m.); of or relating to Seth, Sethianus, -a, -um
Setia	Setia, -ae (f.); of or relating to Setia, Setinus, -a, -um
Setius, Mount Setius	Setius, -ii (m.). Mons; of or belonging to Mount Setius, Setianus, a, -um
Seuthes	Seuthes, -ae (m.)
Seuthusa	Seuthusa, -ae (f.)
Severa	Severa, -ae (f.)
Severian	Severianus, -i (m.)
Severinus	Severinus, -i (m.)
Severn	Sabrina, -ae (m.)
Severus	Severus, -i (m.); of or relating to Severus, Severianus, -a, -um
Seville	Hispalis, -is (f.). q. v.
Serinus	Sevinus, -i (m.)
Sevo, Mount Sevo	Sevo, -onis (m.)
Sextia	Sextia, -ae (f.)
Sextilia	Sextilia, -ae (f.)
Sextilius	Sestilius, -ii (m.); of or relating to Sextilius, Sextilianus, -a, -um
Sextillus	Sextillus, -i (m.)
Sextius	Sextius, -ii (m.); of or relating to Sextius, Sextius, -a, -um, and Sextianus, -a, um
Sextus	Sextus, -i (m.)
Shadrach	Shadrach, indecl., (m.)
Shannon	Juernus, -i (m.)
Shippey	Toliapis, -is (f.)
Shrewsbury	Salopia, -ae (f.); of or belonging to Shrewsbury, Salopiensis, -e
Shetland, Shetland Islands	Aemolae, -arum (f.). Insulae
Siambis	Siambis, -is (f.)
Sibde	Sibde, -es (f.)
Siberia	Siberia, -ae (f.)
Sibuzates	Sibuzates, -ium (m.)
Sibyll	Sibylla, -ae (f.)
Sica	Sica, -ae (m.)
Sicambri	Sicambri, -orum (m.); of or relating to the Sicambri, Sicamber, -bra, -brum
Sicambria	Sicambria, -ae (f.)
Sicani	Sicani, -orum (m.); of or relating to the Sicani, Sicanius, -a, -um, and Sicinus, -a, -um (poet. for Sicilian)
Sicca	Sicca, -ae (f.); of or relating to Sicca, Siccensis, -e
Siccius	Siccius, -ii (m.)
Sichaeus	Sichaeus, -i (m.)
Sichem	Sichem, indecl. 1 (m.), a man’s name, — 2, (f.), a city
Sicily	Sicilia, -ae (f.); of or belonging to Sicily, Sicilian, Siculus, -a, -um, and Siciliensis, -e; pecul. feminine, Sicelis, -idis; the Sicilians, Siculi, -orum (m.)
Sicinius	Sicinius, -ii (m.)
Sicinus	Sicinus, -i (f.)
Sicoris	Sicoris -is (m.)
Siculi	Siculi, -orum (m.), v. Sicily
Siculus	Siculus, -i (m.)
Sicyon	Sicyon, -onis (f.); of or belonging to Sicyon, Sicyonian, Sicyonius, -a, -um
Side	Sida, -ae, and Side, -es (f.); of or belonging to Side, Sidensis, -e; the inhabitants of Side, Sidetae, -arum (m.)
Sidicinum	Sidicinum, -i (n.); of or belonging to Sidicinum, Sidicinus, -a, -um
Sidon	Sidon, -onis (f.), a city; of or belonging to Sidon, Sidonian, Sidonius, -a, -um; pecul. feminine, Sidonis, -idis, — 2. (m.) a man’s name
Sidonius	Sidonius, -ii (m.)
Sidra, Gulf of Sidra	Syrtis, -is (f.) Major
Sidus	Sidus, -untis (f.)
Sidusa	Sidusa, -ae (f.)
Sienna	Sena, -ae (f.)
Sifanto	Siphnus, -i (f.). q. v
Siga	Siga, -ae (f.); of or belonging to Siga, Sigensis, -e
Sigambri	v. Sicambri
Sigeum	Sigeum and Sigeon, -i (n.); of or belonging to Sigeum, Sigeus, -a, -um, and Sigeius, -a, -um
Sigida	Sigida, -ae (m.)
Sigipedes	tlte, Sigipedes, -um (m.)
Signia	Signia, -ae (f.); of or belonging to Signia, Signinus, -a, -um
Signias, Mount Signias	Signias, -ae (m.)
Sigovesus	Sigovesus, -i (m.)
Sila	Sila, -ae (f.); of or relating to Sila, Silanus, -a, -um
Silana	Silana, -ae (f.)
Silanio	Silanio, -onis (m.)
Silanus	Silanus, -i (m.); of or relating to Silanus, Silanius, -a, -um
Silarus	Silarus, -i (m.)
Silas	Silas, -ae (m.)
Silbium	Silbium, -ii (n.); of or belonging to Silbium, Silbianus, -a, -um
Sileni	Sileni, -orum (m.)
Silenus	Silenus, -i (m.); of or relating to Silenus, Silenicius, -a, -um
Silesia	Silesia, -ae (f.)
Sileum	Sileum, -i (m.)
Silici	Silici, -orum (m.)
